class,ht,player,pos,tm_link,player_link,year
SR,77.0,Joe Crawford,G,kentucky,joe-crawford-1,2008
SO,79.0,Ramon Harris,G,kentucky,ramon-harris-1,2008
SO,78.0,Derrick Jasper,G,kentucky,derrick-jasper-1,2008
SO,77.0,Mark Krebs,G,kentucky,mark-krebs-1,2008
FR,77.0,Alex Legion,G,kentucky,alex-legion-1,2008
SO,77.0,Jodie Meeks,G,kentucky,jodie-meeks-1,2008
FR,68.0,Dusty Mills,G,kentucky,dusty-mills-1,2008
FR,81.0,Patrick Patterson,F,kentucky,patrick-patterson-1,2008
SO,73.0,Dwight Perry,G,kentucky,dwight-perry-1,2008
SO,75.0,Michael Porter,G,kentucky,michael-porter-1,2008
FR,73.0,Matt Scherbenske,G,kentucky,matt-scherbenske-1,2008
SO,81.0,Perry Stevenson,F,kentucky,perry-stevenson-1,2008
FR,81.0,A.J. Stewart,F,kentucky,aj-stewart-1,2008
FR,84.0,Morakinyo Williams,C,kentucky,morakinyo-williams-1,2008
SR,75.0,Ryan Appleby,G,washington,ryan-appleby-1,2008
JR,79.0,Jon Brockman,F,washington,jon-brockman-1,2008
FR,81.0,Matthew Bryan-Amaning,F,washington,matthew-bryan-amaning-1,2008
JR,71.0,Justin Dentmon,G,washington,justin-dentmon-1,2008
FR,78.0,Justin Holiday,F,washington,justin-holiday-1,2008
SR,76.0,Tim Morris,G,washington,tim-morris-1,2008
SO,76.0,Adrian Oliver,G,washington,adrian-oliver-2,2008
FR,71.0,Venoy Overton,G,washington,venoy-overton-1,2008
SO,79.0,Quincy Pondexter,F,washington,quincy-pondexter-1,2008
JR,76.0,Joel Smith,G,washington,joel-smith-1,2008
JR,80.0,Artem Wallace,C,washington,artem-wallace-1,2008
SO,84.0,Joe Wolfinger,C,washington,joe-wolfinger-1,2008
SR,82.0,Kieron Achara,F,duquesne,kieron-achara-1,2008
FR,77.0,Bill Clark,F,duquesne,bill-clark-1,2008
SO,73.0,Jason Duty,G,duquesne,jason-duty-1,2008
JR,75.0,Phillip Fayne,G,duquesne,phillip-fayne-1,2008
JR,76.0,Aaron Jackson,G,duquesne,aaron-jackson-1,2008
SR,71.0,Reggie Jackson,G,duquesne,reggie-jackson-2,2008
JR,82.0,Shawn James,F,duquesne,shawn-james-1,2008
JR,73.0,Kojo Mensah,G,duquesne,kojo-mensah-1,2008
FR,70.0,Lucas Newton,G,duquesne,lucas-newton-1,2008
FR,79.0,Damian Saunders,F,duquesne,damian-saunders-1,2008
SO,74.0,Jimmy Sherwood,F,duquesne,jimmy-sherwood-1,2008
FR,79.0,David Theis,F,duquesne,david-theis-1,2008
SR,73.0,Gary Tucker,G,duquesne,gary-tucker-1,2008
SO,76.0,Stephen Wood,F,duquesne,stephen-wood-1,2008
SO,78.0,Jordan Armstrong,F,southern-illinois,jordan-armstrong-1,2008
SO,75.0,Josh Bone,G,southern-illinois,josh-bone-1,2008
JR,80.0,Tony Boyle,F,southern-illinois,tony-boyle-1,2008
JR,75.0,Wesley Clemmons,G,southern-illinois,wesley-clemmons-1,2008
SR,71.0,Dion Coopwood,G,southern-illinois,dion-coopwood-1,2008
SO,79.0,Christian Cornelius,F,southern-illinois,christian-cornelius-1,2008
SR,79.0,Randal Falker,F,southern-illinois,randal-falker-1,2008
FR,80.0,Carlton Fay,F,southern-illinois,carlton-fay-1,2008
SR,75.0,Tyrone Green,G,southern-illinois,tyrone-green-2,2008
JR,73.0,Bryan Mullins,G,southern-illinois,bryan-mullins-1,2008
SR,79.0,Matt Shaw,F,southern-illinois,matt-shaw-2,2008
FR,74.0,Brandon Wood,G,southern-illinois,brandon-wood-1,2008
SR,83.0,Levi Dyer,C,illinois-state,levi-dyer-1,2008
SO,75.0,Osiris Eldridge,G,illinois-state,osiris-eldridge-1,2008
JR,74.0,Emmanuel Holloway,G,illinois-state,emmanuel-holloway-1,2008
JR,76.0,Brandon Holtz,G,illinois-state,brandon-holtz-1,2008
SR,72.0,Dominitrix Johnson,G,illinois-state,dominitrix-johnson-1,2008
SR,75.0,Julius Moor,G,illinois-state,julius-moor-1,2008
SO,80.0,Dinma Odiakosa,F,illinois-state,dinma-odiakosa-1,2008
JR,75.0,Sead Odzic,G,illinois-state,sead-odzic-1,2008
SR,68.0,Keith Richardson,G,illinois-state,keith-richardson-1,2008
FR,73.0,Alex Rubin,G,illinois-state,alex-rubin-1,2008
JR,80.0,Brandon Sampay,F,illinois-state,brandon-sampay-1,2008
SR,79.0,Anthony Slack,F,illinois-state,anthony-slack-1,2008
JR,79.0,Mike Vandello,F,illinois-state,mike-vandello-1,2008
FR,,Olawale Alesh,,rhode-island,olawale-alesh-1,2008
JR,75.0,Jimmy Baron,G,rhode-island,jimmy-baron-1,2008
SR,74.0,Parfait Bitee,G,rhode-island,parfait-bitee-1,2008
SO,76.0,Keith Cothran,G,rhode-island,keith-cothran-1,2008
SR,80.0,Will Daniels,F,rhode-island,will-daniels-1,2008
JR,81.0,Jason Francis,F,rhode-island,jason-francis-1,2008
SO,80.0,Delroy James,F,rhode-island,delroy-james-1,2008
FR,73.0,Marquis Jones,G,rhode-island,marquis-jones-1,2008
FR,84.0,Will Martell,C,rhode-island,will-martell-1,2008
SR,79.0,Joe Mbang,C,rhode-island,joe-mbang-1,2008
FR,80.0,Hakim McCullar,F,rhode-island,hakim-mccullar-1,2008
JR,80.0,Kahiem Seawright,F,rhode-island,kahiem-seawright-1,2008
SO,78.0,Lamonte Ulmer,F,rhode-island,lamonte-ulmer-1,2008
JR,83.0,Marcus Cousin,C,houston,marcus-cousin-1,2008
SR,79.0,Dion Dowell,F,houston,dion-dowell-1,2008
SO,74.0,Kyle Hatcher,G,houston,kyle-hatcher-1,2008
SO,76.0,Kelvin Lewis,G,houston,kelvin-lewis-1,2008
SR,,Marcus Malone,G,houston,marcus-malone-1,2008
FR,79.0,Horace McGloster,F,houston,horace-mcgloster-1,2008
SR,75.0,Rob McKiver,G,houston,rob-mckiver-1,2008
SO,81.0,Nick Mosley,C,houston,nick-mosley-1,2008
FR,79.0,Yan Moukoury,F,houston,yan-moukoury-1,2008
FR,73.0,Zamal Nixon,G,houston,zamal-nixon-1,2008
FR,73.0,Brockeith Pane,G,houston,brockeith-pane-1,2008
SR,75.0,Lanny Smith,G,houston,lanny-smith-1,2008
SR,80.0,Tafari Toney,C,houston,tafari-toney-1,2008
JR,75.0,DaShaun Williams,G,houston,dashaun-williams-1,2008
JR,77.0,Chris Baudinet,G,providence,chris-baudinet-1,2008
FR,77.0,Marshon Brooks,G,providence,marshon-brooks-1,2008
SR,79.0,Charlie Burch,F,providence,charlie-burch-1,2008
JR,70.0,Sharaud Curry,G,providence,sharaud-curry-1,2008
JR,77.0,Weyinmi Efejuku,G,providence,weyinmi-efejuku-1,2008
SO,83.0,Ray Hall,C,providence,ray-hall-1,2008
JR,83.0,Randall Hanke,C,providence,randall-hanke-1,2008
JR,80.0,Jonathan Kale,F,providence,jonathan-kale-1,2008
FR,79.0,Alex Kellogg,F,providence,alex-kellogg-1,2008
JR,80.0,Geoff McDermott,F,providence,geoff-mcdermott-1,2008
SO,76.0,Brian McKenzie,G,providence,brian-mckenzie-1,2008
FR,78.0,Jamine Peterson,F,providence,jamine-peterson-1,2008
SO,72.0,Dwain Williams,G,providence,dwain-williams-1,2008
JR,72.0,Jeff Xavier,G,providence,jeff-xavier-1,2008
JR,71.0,Ed Berrios,G,alabama-birmingham,ed-berrios-1,2008
SO,80.0,Howard Crawford,F,alabama-birmingham,howard-crawford-1,2008
JR,75.0,Mike Davis,G,alabama-birmingham,mike-davis-4,2008
SR,74.0,Paul Delaney,G,alabama-birmingham,paul-delaney-1,2008
SR,81.0,Frank Holmes,F,alabama-birmingham,frank-holmes-1,2008
JR,79.0,Reggie Huffman,F,alabama-birmingham,reggie-huffman-1,2008
FR,68.0,Aaron Johnson,G,alabama-birmingham,aaron-johnson-2,2008
JR,80.0,Lawrence Kinnard,F,alabama-birmingham,lawrence-kinnard-1,2008
SO,70.0,Tyler Marsh,G,alabama-birmingham,tyler-marsh-1,2008
SO,82.0,Jeremy Mayfield,F,alabama-birmingham,jeremy-mayfield-1,2008
FR,84.0,Zisis Sarikopoulos,C,alabama-birmingham,zisis-sarikopoulos-1,2008
SO,81.0,Walter Sharpe,F,alabama-birmingham,walter-sharpe-1,2008
JR,77.0,Channing Toney,G,alabama-birmingham,channing-toney-1,2008
JR,77.0,Robert Vaden,G,alabama-birmingham,robert-vaden-1,2008
FR,81.0,Lavoy Allen,F,temple,lavoy-allen-1,2008
SO,76.0,Ryan Brooks,G,temple,ryan-brooks-2,2008
JR,78.0,Dionte Christmas,G,temple,dionte-christmas-1,2008
SR,68.0,Chris Clark,G,temple,chris-clark-2,2008
JR,76.0,Rafael Deleon,F,temple,rafael-deleon-1,2008
SO,75.0,Luis Guzman,G,temple,luis-guzman-1,2008
JR,76.0,Sermaj Inge,G,temple,sermaj-inge-1,2008
FR,74.0,Martavis Kee,G,temple,martavis-kee-1,2008
SR,78.0,Orlando Miller,F,temple,orlando-miller-1,2008
JR,85.0,Sergio Olmos,C,temple,sergio-olmos-1,2008
SR,77.0,Mark Tyndale,G,temple,mark-tyndale-1,2008
FR,80.0,Craig Williams,F,temple,craig-williams-1,2008
SO,77.0,Greg Cage,G,alabama,greg-cage-1,2008
SO,81.0,Yamene Coleman,F,alabama,yamene-coleman-2,2008
SR,80.0,John Dill,F,alabama,john-dill-1,2008
JR,78.0,Alonzo Gee,F,alabama,alonzo-gee-1,2008
JR,81.0,Richard Hendrix,F,alabama,richard-hendrix-1,2008
FR,74.0,Senario Hillman,G,alabama,senario-hillman-1,2008
JR,71.0,Brandon Hollinger,G,alabama,brandon-hollinger-1,2008
SO,80.0,Demetrius Jemison,F,alabama,demetrius-jemison-1,2008
FR,81.0,Justin Knox,F,alabama,justin-knox-1,2008
FR,75.0,Rico Pickett,G,alabama,rico-pickett-1,2008
SR,78.0,Mykal Riley,F,alabama,mykal-riley-1,2008
SR,72.0,Kyle Sellers,G,alabama,kyle-sellers-1,2008
SO,77.0,Mikhail Torrance,G,alabama,mikhail-torrance-1,2008
SO,75.0,Justin Tubbs,G,alabama,justin-tubbs-1,2008
SR,74.0,Nick Bahe,G,creighton,nick-bahe-2,2008
FR,75.0,Aaron Brandt,G,creighton,aaron-brandt-1,2008
JR,73.0,Josh Dotzler,G,creighton,josh-dotzler-1,2008
FR,77.0,Casey Harriman,F,creighton,casey-harriman-1,2008
SR,77.0,Pierce Hibma,G,creighton,pierce-hibma-1,2008
FR,77.0,Kaleb Korver,G,creighton,kaleb-korver-1,2008
FR,81.0,Kenny Lawson,C,creighton,kenny-lawson-1,2008
SO,80.0,Chad Millard,F,creighton,chad-millard-1,2008
JR,72.0,Dustin Sitzmann,G,creighton,dustin-sitzmann-1,2008
FR,75.0,P'Allen Stinnett,G,creighton,pallen-stinnett-1,2008
FR,81.0,Kenton Walker,F,creighton,kenton-walker-2,2008
SR,80.0,Dane Watts,F,creighton,dane-watts-1,2008
SO,71.0,Cavel Witter,G,creighton,cavel-witter-1,2008
JR,73.0,Booker Woodfox,G,creighton,booker-woodfox-1,2008
SR,78.0,Jimmy Binnie,F,dayton,jimmy-binnie-1,2008
JR,81.0,Thiago Cordeiro,C,dayton,thiago-cordeiro-1,2008
SO,76.0,Dan Fox,F,dayton,dan-fox-1,2008
SO,76.0,Luke Hendrick,F,dayton,luke-hendrick-1,2008
SO,82.0,Kurt Huelsman,C,dayton,kurt-huelsman-1,2008
SO,75.0,Marcus Johnson,G,dayton,marcus-johnson-3,2008
FR,,Michael Laing,,dayton,michael-laing-1,2008
JR,78.0,Charles Little,F,dayton,charles-little-1,2008
FR,,Logan Nourse,,dayton,logan-nourse-1,2008
SO,74.0,Mickey Perry,G,dayton,mickey-perry-1,2008
SR,74.0,Brian Roberts,G,dayton,brian-roberts-1,2008
SR,76.0,Andres Sandoval,G,dayton,andres-sandoval-1,2008
FR,82.0,Devin Searcy,C,dayton,devin-searcy-1,2008
FR,73.0,Stephen Thomas,G,dayton,stephen-thomas-2,2008
SO,72.0,London Warren,G,dayton,london-warren-1,2008
FR,80.0,Chris Wright,F,dayton,chris-wright-1,2008
FR,,Peter Zestermann,,dayton,peter-zestermann-1,2008
SR,77.0,Demetric Bennett,G,south-alabama,demetric-bennett-1,2008
FR,77.0,Eric Chesser,F,south-alabama,eric-chesser-1,2008
JR,79.0,DeAndre Coleman,F,south-alabama,deandre-coleman-1,2008
JR,78.0,Brandon Davis,F,south-alabama,brandon-davis-2,2008
JR,80.0,Ronald Douglas,C,south-alabama,ronald-douglas-1,2008
JR,72.0,B.J. Ford,F,south-alabama,bj-ford-2,2008
FR,71.0,Kevin Hayden,G,south-alabama,kevin-hayden-1,2008
JR,77.0,Daniel Hayles,F,south-alabama,daniel-hayles-2,2008
SO,72.0,Chip Ivany,G,south-alabama,chip-ivany-1,2008
SR,69.0,Daon Merritt,G,south-alabama,daon-merritt-1,2008
FR,74.0,DeAndrae Ross,G,south-alabama,deandrae-ross-1,2008
SO,81.0,Philip Tabet,F,south-alabama,philip-tabet-1,2008
JR,71.0,Domonic Tilford,G,south-alabama,domonic-tilford-1,2008
SO,74.0,Calvin Baker,G,virginia,calvin-baker-1,2008
SO,80.0,Andy Burns,F,virginia,andy-burns-1,2008
JR,77.0,Mamadi Diane,G,virginia,mamadi-diane-1,2008
FR,76.0,Mustapha Farrakhan,G,virginia,mustapha-farrakhan-1,2008
SO,78.0,Will Harris,F,virginia,will-harris-1,2008
FR,78.0,Jeff Jones,G,virginia,jeff-jones-2,2008
SR,79.0,Adrian Joseph,F,virginia,adrian-joseph-1,2008
SO,81.0,Jerome Meyinsse,F,virginia,jerome-meyinsse-1,2008
JR,80.0,Laurynas Mikalauskas,F,virginia,laurynas-mikalauskas-1,2008
SR,81.0,Ryan Pettinella,C,virginia,ryan-pettinella-1,2008
FR,80.0,Mike Scott,F,virginia,mike-scott-4,2008
FR,81.0,Will Sherrill,F,virginia,will-sherrill-1,2008
SR,72.0,Sean Singletary,G,virginia,sean-singletary-1,2008
SR,83.0,Tunji Soroye,C,virginia,tunji-soroye-1,2008
SO,77.0,Solomon Tat,G,virginia,solomon-tat-1,2008
SO,81.0,Jamil Tucker,F,virginia,jamil-tucker-1,2008
FR,73.0,Sammy Zeglinski,G,virginia,sammy-zeglinski-1,2008
JR,73.0,Albert Fisher,G,kent-state,albert-fisher-1,2008
JR,84.0,Gabe Garcia,C,kent-state,gabe-garcia-1,2008
JR,79.0,Isaac Knight,F,kent-state,isaac-knight-1,2008
SO,77.0,Mike McKee,G,kent-state,mike-mckee-1,2008
JR,70.0,Jordan Mincy,G,kent-state,jordan-mincy-1,2008
SO,82.0,Brandon Parks,C,kent-state,brandon-parks-1,2008
SR,80.0,Haminn Quaintance,F,kent-state,haminn-quaintance-1,2008
SR,79.0,Mike Scott,F,kent-state,mike-scott-2,2008
SO,75.0,Rodriguez Sherman,G,kent-state,rodriguez-sherman-1,2008
SO,75.0,Chris Singletary,G,kent-state,chris-singletary-1,2008
JR,77.0,Julian Sullinger,F,kent-state,julian-sullinger-1,2008
JR,77.0,Rashad Woods,F,kent-state,rashad-woods-1,2008
SR,73.0,Charlie Burgess,G,texas-tech,charlie-burgess-1,2008
SO,81.0,Trevor Cook,F,texas-tech,trevor-cook-2,2008
JR,78.0,Rogdrick Craig,F,texas-tech,rogdrick-craig-1,2008
JR,82.0,Ricardo De Bem,C,texas-tech,ricardo-de-bem-1,2008
SR,78.0,Tyler Hoffmeister,F,texas-tech,tyler-hoffmeister-1,2008
JR,79.0,Michael Prince,F,texas-tech,michael-prince-1,2008
SR,84.0,Esmir Rizvic,C,texas-tech,esmir-rizvic-1,2008
FR,71.0,John Roberson,G,texas-tech,john-roberson-1,2008
FR,79.0,D'walyn Roberts,F,texas-tech,dwalyn-roberts-1,2008
FR,78.0,Mike Singletary,F,texas-tech,mike-singletary-1,2008
JR,80.0,Damir Suljagic,F,texas-tech,damir-suljagic-1,2008
JR,75.0,Alan Voskuil,G,texas-tech,alan-voskuil-1,2008
SO,78.0,Decensae White,F,texas-tech,decensae-white-2,2008
SR,77.0,Martin Zeno,G,texas-tech,martin-zeno-1,2008
JR,75.0,Lawrence Borha,G,utah,lawrence-borha-1,2008
JR,78.0,Sayre Brennan,F,utah,sayre-brennan-1,2008
FR,77.0,Carlon Brown,G,utah,carlon-brown-1,2008
SR,72.0,Johnnie Bryant,G,utah,johnnie-bryant-1,2008
SO,80.0,Jonathan Downie,F,utah,jonathan-downie-1,2008
SO,77.0,Luka Drca,G,utah,luka-drca-1,2008
SR,75.0,Chris Grant,G,utah,chris-grant-3,2008
JR,80.0,Shaun Green,F,utah,shaun-green-1,2008
FR,79.0,Morgan Grim,F,utah,morgan-grim-1,2008
JR,72.0,Tyler Kepkay,G,utah,tyler-kepkay-1,2008
JR,86.0,Luke Nevill,C,utah,luke-nevill-1,2008
FR,70.0,Tre Smith,G,utah,tre-smith-1,2008
SO,83.0,Kim Tillie,F,utah,kim-tillie-1,2008
SO,78.0,Stephen Weigh,G,utah,stephen-weigh-1,2008
SO,79.0,Dominique Archie,F,south-carolina,dominique-archie-1,2008
SO,79.0,Evaldas Baniulis,F,south-carolina,evaldas-baniulis-1,2008
SO,82.0,Mitchell Carter,C,south-carolina,mitchell-carter-1,2008
JR,74.0,Branden Conrad,G,south-carolina,branden-conrad-1,2008
SR,79.0,Dwayne Day,G,south-carolina,dwayne-day-1,2008
SO,70.0,Devan Downey,G,south-carolina,devan-downey-1,2008
JR,73.0,Zam Fredrick,G,south-carolina,zam-fredrick-1,2008
SO,79.0,Chad Gray,C,south-carolina,chad-gray-1,2008
FR,80.0,Mike Holmes,F,south-carolina,mike-holmes-1,2008
FR,81.0,Sam Muldrow,F,south-carolina,sam-muldrow-1,2008
SO,75.0,Brandis Raley-Ross,G,south-carolina,brandis-raley-ross-1,2008
FR,80.0,Austin Steed,F,south-carolina,austin-steed-1,2008
FR,73.0,Robert Wilder,G,south-carolina,robert-wilder-1,2008
FR,74.0,Glenn Andrews,G,tulsa,glenn-andrews-1,2008
SR,74.0,Rod Earls,G,tulsa,rod-earls-1,2008
SO,71.0,Mark Hill,G,tulsa,mark-hill-1,2008
FR,76.0,Justin Hurtt,G,tulsa,justin-hurtt-1,2008
SO,84.0,Jerome Jordan,C,tulsa,jerome-jordan-1,2008
SO,72.0,Joey Kieval,G,tulsa,joey-kieval-1,2008
SR,72.0,Brett McDade,G,tulsa,brett-mcdade-1,2008
JR,81.0,Sam Mitchell,C,tulsa,sam-mitchell-2,2008
JR,77.0,Ray Reese,F,tulsa,ray-reese-1,2008
SO,75.0,Ben Uzoh,G,tulsa,ben-uzoh-1,2008
SR,80.0,Calvin Walls,F,tulsa,calvin-walls-1,2008
SO,78.0,Bishop Wheatley,F,tulsa,bishop-wheatley-1,2008
FR,80.0,Chris Barnes,F,georgia,chris-barnes-1,2008
SR,82.0,David Bliss,C,georgia,david-bliss-1,2008
FR,77.0,Troy Brewer,G,georgia,troy-brewer-1,2008
JR,75.0,Corey Butler,G,georgia,corey-butler-1,2008
SR,73.0,Sundiata Gaines,G,georgia,sundiata-gaines-1,2008
JR,75.0,Billy Humphrey,G,georgia,billy-humphrey-2,2008
SO,83.0,Albert Jackson,F,georgia,albert-jackson-1,2008
FR,80.0,Jeremy Jacob,F,georgia,jeremy-jacob-1,2008
FR,80.0,Jeremy Price,F,georgia,jeremy-price-1,2008
JR,84.0,Rashaad Singleton,C,georgia,rashaad-singleton-1,2008
FR,73.0,Zac Swansey,G,georgia,zac-swansey-1,2008
JR,79.0,Terrance Woodbury,G,georgia,terrance-woodbury-1,2008
SR,79.0,Michael Anderson,F,virginia-commonwealth,michael-anderson-2,2008
FR,76.0,Myk Brown,F,virginia-commonwealth,myk-brown-1,2008
SR,79.0,Wil Fameni,F,virginia-commonwealth,wil-fameni-1,2008
SO,76.0,T.J. Gwynn,F,virginia-commonwealth,tj-gwynn-1,2008
FR,78.0,Lance Kearse,F,virginia-commonwealth,lance-kearse-1,2008
JR,74.0,Eric Maynor,G,virginia-commonwealth,eric-maynor-1,2008
SO,79.0,Franck Ndongo,F,virginia-commonwealth,franck-ndongo-1,2008
FR,76.0,Ed Nixon,G,virginia-commonwealth,ed-nixon-1,2008
SO,80.0,Kirill Pishchalnikov,F,virginia-commonwealth,kirill-pishchalnikov-1,2008
FR,70.0,Joey Rodriguez,G,virginia-commonwealth,joey-rodriguez-1,2008
FR,74.0,Brandon Rozzell,G,virginia-commonwealth,brandon-rozzell-1,2008
FR,82.0,Larry Sanders,F,virginia-commonwealth,larry-sanders-1,2008
SR,75.0,Jamal Shuler,G,virginia-commonwealth,jamal-shuler-1,2008
FR,70.0,Gerard Smith,G,virginia-commonwealth,gerard-smith-1,2008
SO,76.0,Ian Andersen,G,charlotte,ian-andersen-1,2008
SO,71.0,Kyle Church,G,charlotte,kyle-church-1,2008
JR,79.0,Charlie Coley,F,charlotte,charlie-coley-1,2008
FR,77.0,Charles Dewhurst,G,charlotte,charles-dewhurst-1,2008
SO,73.0,Michael Gerrity,G,charlotte,michael-gerrity-1,2008
SR,73.0,Leemire Goldwire,G,charlotte,leemire-goldwire-1,2008
SO,69.0,Dijuan Harris,G,charlotte,dijuan-harris-1,2008
SO,82.0,Phil Jones,C,charlotte,phil-jones-2,2008
JR,79.0,Lamont Mack,F,charlotte,lamont-mack-1,2008
FR,80.0,Gaby Ngoundjo,F,charlotte,gaby-ngoundjo-1,2008
SR,81.0,Sean Phaler,F,charlotte,sean-phaler-1,2008
FR,78.0,An'Juan Wilderness,F,charlotte,anjuan-wilderness-1,2008
FR,72.0,Brennan Bennett,G,boston-college,brennan-bennett-1,2008
SR,83.0,Tyrelle Blair,C,boston-college,tyrelle-blair-1,2008
FR,80.0,Cortney Dunn,F,boston-college,cortney-dunn-1,2008
SO,76.0,Daye Kaba,G,boston-college,daye-kaba-1,2008
SR,82.0,John Oates,F,boston-college,john-oates-1,2008
FR,73.0,Biko Paris,G,boston-college,biko-paris-1,2008
FR,78.0,Corey Raji,F,boston-college,corey-raji-1,2008
JR,73.0,Tyrese Rice,G,boston-college,tyrese-rice-1,2008
SO,79.0,Tyler Roche,F,boston-college,tyler-roche-1,2008
FR,77.0,Rakim Sanders,G,boston-college,rakim-sanders-1,2008
FR,82.0,Josh Southern,C,boston-college,josh-southern-1,2008
SO,78.0,Shamari Spears,F,boston-college,shamari-spears-1,2008
SO,82.0,Mike Bardo,C,akron,mike-bardo-1,2008
SO,75.0,Tim Carroll,F,akron,tim-carroll-1,2008
JR,77.0,Jimmy Conyers,G,akron,jimmy-conyers-1,2008
SR,73.0,Nick Dials,G,akron,nick-dials-1,2008
SR,72.0,Nick Goddard,G,akron,nick-goddard-1,2008
JR,79.0,Nate Linhart,F,akron,nate-linhart-1,2008
FR,78.0,Brett Mcknight,F,akron,brett-mcknight-1,2008
SO,79.0,Chris McKnight,F,akron,chris-mcknight-1,2008
SO,74.0,Steve McNees,G,akron,steve-mcnees-1,2008
SR,72.0,Cedrick Middleton,G,akron,cedrick-middleton-1,2008
SR,79.0,Quade Milum,F,akron,quade-milum-1,2008
SO,72.0,Darryl Roberts,G,akron,darryl-roberts-1,2008
SR,70.0,Jeremy Sallee,G,akron,jeremy-sallee-1,2008
SR,78.0,Jeremiah Wood,F,akron,jeremiah-wood-1,2008
JR,79.0,Rashad Austin,F,bradley,rashad-austin-1,2008
JR,70.0,Tyrone Cole-Scott,G,bradley,tyrone-cole-scott-1,2008
JR,84.0,David Collins,C,bradley,david-collins-1,2008
SR,77.0,Jeremy Crouch,G,bradley,jeremy-crouch-1,2008
FR,81.0,Will Egolf,F,bradley,will-egolf-1,2008
JR,72.0,Brian Lavin,G,bradley,brian-lavin-1,2008
FR,72.0,Sam Maniscalco,G,bradley,sam-maniscalco-1,2008
SO,75.0,Ryan Phillips,G,bradley,ryan-phillips-1,2008
SR,70.0,Daniel Ruffin,G,bradley,daniel-ruffin-1,2008
SR,79.0,Matt Salley,F,bradley,matt-salley-1,2008
JR,81.0,Sam Singh,F,bradley,sam-singh-1,2008
SO,78.0,Andrew Warren,G,bradley,andrew-warren-1,2008
JR,77.0,Theron Wilson,F,bradley,theron-wilson-1,2008
SO,78.0,Louis Birdsong,C,george-mason,louis-birdsong-1,2008
SR,76.0,Folarin Campbell,G,george-mason,folarin-campbell-1,2008
SR,72.0,Jordan Carter,G,george-mason,jordan-carter-1,2008
JR,80.0,Chris Fleming,F,george-mason,chris-fleming-1,2008
FR,76.0,Cameron Long,G,george-mason,cameron-long-1,2008
FR,81.0,Vlad Moldoveanu,F,george-mason,vlad-moldoveanu-1,2008
JR,72.0,Andre Smith,G,george-mason,andre-smith-1,2008
FR,76.0,Isaiah Tate,G,george-mason,isaiah-tate-1,2008
SR,79.0,Will Thomas,F,george-mason,will-thomas-1,2008
FR,71.0,Jay Threatt,G,george-mason,jay-threatt-1,2008
JR,75.0,John Vaughan,G,george-mason,john-vaughan-1,2008
SO,76.0,Antonio Ballard,G,miami-oh,antonio-ballard-1,2008
JR,77.0,Michael Bramos,G,miami-oh,michael-bramos-1,2008
JR,73.0,Isiah Carson,G,miami-oh,isiah-carson-2,2008
JR,80.0,Tyler Dierkers,F,miami-oh,tyler-dierkers-1,2008
SO,81.0,Adam Fletcher,F,miami-oh,adam-fletcher-1,2008
FR,75.0,Rodney Haddix,G,miami-oh,rodney-haddix-1,2008
JR,74.0,Kenny Hayes,G,miami-oh,kenny-hayes-1,2008
FR,79.0,Dwight McCombs,F,miami-oh,dwight-mccombs-1,2008
FR,78.0,Sean Mock,F,miami-oh,sean-mock-1,2008
SO,72.0,Alex Moosmann,G,miami-oh,alex-moosmann-1,2008
JR,77.0,Eric Pollitz,F,miami-oh,eric-pollitz-1,2008
SR,77.0,Tim Pollitz,F,miami-oh,tim-pollitz-1,2008
JR,69.0,Carl Richburg,G,miami-oh,carl-richburg-1,2008
FR,79.0,Nick Winbush,F,miami-oh,nick-winbush-1,2008
JR,76.0,Curtis Allen,G,oral-roberts,curtis-allen-2,2008
FR,76.0,Jonathan Dunn,G,oral-roberts,jonathan-dunn-1,2008
SR,77.0,Moses Ehambe,F,oral-roberts,moses-ehambe-1,2008
FR,78.0,Andre Hardy,F,oral-roberts,andre-hardy-1,2008
SR,74.0,Ben Haynes,G,oral-roberts,ben-haynes-1,2008
JR,71.0,Robert Jarvis,G,oral-roberts,robert-jarvis-1,2008
SR,82.0,Shawn King,C,oral-roberts,shawn-king-2,2008
JR,80.0,Marcus Lewis,F,oral-roberts,marcus-lewis-1,2008
SR,74.0,Adam Liberty,G,oral-roberts,adam-liberty-1,2008
SO,72.0,Joe Moore,G,oral-roberts,joe-moore-1,2008
SR,81.0,Yemi Ogunoye,F,oral-roberts,yemi-ogunoye-1,2008
JR,76.0,Kelvin Sango,G,oral-roberts,kelvin-sango-1,2008
FR,77.0,Kyron Stokes,G,oral-roberts,kyron-stokes-1,2008
JR,79.0,Marchello Vealy,F,oral-roberts,marchello-vealy-1,2008
FR,71.0,Lamont Austin,G,missouri-state,lamont-austin-1,2008
FR,73.0,Tomas Brock,G,missouri-state,tomas-brock-1,2008
JR,76.0,Chris Cooks,F,missouri-state,chris-cooks-1,2008
SO,72.0,Justin Fuehrmeyer,G,missouri-state,justin-fuehrmeyer-1,2008
FR,78.0,Ryan Jehle,F,missouri-state,ryan-jehle-1,2008
JR,80.0,Wade Knapp,F,missouri-state,wade-knapp-1,2008
SR,77.0,Dale Lamberth,F,missouri-state,dale-lamberth-1,2008
JR,74.0,Shane Laurie,G,missouri-state,shane-laurie-1,2008
SR,73.0,Spencer Laurie,G,missouri-state,spencer-laurie-1,2008
